description,players,cost_est,issue_date,issue_year,issue_month,issue_day,address,lat,lng,boundaries,permit_number,_permit_year
INSTALLATION OF TEMPORARY TOWER CRANE AND FOUNDATION PAD MODEL: LIEBHERR 420 EC-H16,Paul MarucciRazdolsky LevConstruction Service AssociateWalsh Construction CompanyWalsh Construction Co.,"$60,000.00",2/23/2009,2009,2,23,469 W Huron St,41.8945930,-87.6412410,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)Enterprise Zone 4 (enterprisezone)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100276430,2009
"TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 316 EC-H PHASE II, BOTTOM-CLIMB TO FINAL HOOK HEIGHT OF 530 FT.",Mast Paul EPower Contracting & EngineerinJrc 215 Llc,"$5,000.00",2/5/2009,2009,2,5,215 W Washington St,41.8831000,-87.6343220,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60606 (zip)LaSalle Central (tif)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100270058,2009
TEMPORARY CONSTRACTION TOWER CRANE MODEL LIEBHERR 200 HC PHASE II. RAISISING CRANE TO FINAL HEIGHT 351 FT.,"Mast Paul ETeng Construction, L.l.c.161 West Kinzie","$5,000.00",2/5/2009,2009,2,5,161 W Kinzie St,41.8890620,-87.6334850,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100270059,2009
"Revison of crane foundation due to misplaced caisson on lines \5"" and ""B"" per plan.""","Mast Paul EBovis Lend Lease, Inc.210-18 W Lake Street","$5,000.00",1/13/2009,2009,1,13,210 N Wells St,41.8860280,-87.6340840,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60606 (zip)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100273194,2009
"TEMP. CONTRUCTION TOWER CRANE, POTAIN MD 485B, PHASE RAISING CRANE TO FINAL HOOK HEIGHT OF 390 FT. WITH ONE TIE-IN.","Mast Paul EBovis Lend Lease, Inc.The Enterprise Companies Walton On The Park South",$1.00,1/13/2009,2009,1,13,2 W Delaware Pl,41.8992480,-87.6283460,"2 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100271607,2009
MODIFY PERMIT DESCRIPTION TO: INSTALLATION OF SUPPORT STRUCTURE & 35 TON DERRICK CRANE ABOVE ROOF OF EXISTING BUILDING FOR REMOVAL OF TOWER CRANE AND MATERIAL MOVEMENT AS PER PLANS.,Andy PiniThaddaeus Anthony GreinerBurnham Nationwide IncWalsh Construction Company,$1.00,12/23/2008,2008,12,23,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100271511,2008
TEMPORARY 35 T TIMBERLAND DERRICK TO DISMANTLE TOWER CRANE,"Mast Paul ETeng Construction, L.l.c.Waterview Llc","$5,000.00",12/22/2008,2008,12,22,111 W Wacker Dr,41.8867060,-87.6313520,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100270056,2008
"TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MD 485 B, PHASE II.",Mast Paul EJames Mchugh Construction CoParcel A Owner Llc,"$5,000.00",12/19/2008,2008,12,19,365 N Jefferson St,41.8884770,-87.6427220,"42 (ward)NEAR WEST SIDE (communityarea)Fulton River District (neighborhood)60661 (zip)River West (tif)West (township)District 12, Beat 1214 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100225721,2008
INSTALLATION OF SUPPORT STRUCTURE & 17 TON DERRICK CRANE ABOVE ROOF OF EXISTING BUILDING TO LIFT MATERIALS AS PER DRAWINGS.,Andy PiniRuby DavidBurnham Nationwide IncWalsh Construction Company,"$60,000.00",12/11/2008,2008,12,11,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100267451,2008
"TEMP. CONSTRUCTION TOWER CRANE, LIEBHERR 540 HC/L","Mast Paul EBovis Lend Lease, Inc.210-18 W Lake, Llc","$5,000.00",12/4/2008,2008,12,4,210 N Wells St,41.8860280,-87.6340840,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60606 (zip)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100264482,2008
"TEMPORARY CONSTRUCTION TOWER CRANE - SOUTH CRANE. MODEL POTAIN MR 605B, PHASE I","Mast Paul EPower Construction Company, LlChildren's Memorial Hospital","$5,000.00",11/12/2008,2008,11,12,225 E Chicago Ave,41.8966590,-87.6217550,"2 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1833 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100258417,2008
"TEMPORARY CONSTRUCTION TOWER CRANE - NORTH CRANE. MODEL POTAIN MR 605B, PHASE I","Mast Paul EPower Construction Company, LlChildren's Memorial Hospital","$5,000.00",11/12/2008,2008,11,12,225 E Chicago Ave,41.8966590,-87.6217550,"2 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1833 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100258413,2008
ERECT TEMPORARY DERRICK CRANE.,Northwestern Memorial Hsp.Mast Paul ETurner Construction Company,"$5,000.00",11/7/2008,2008,11,7,676 N St Clair St,41.8948520,-87.6229010,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100256322,2008
PHASE I - EAST TOWER CRANE MANITOWOC MODEL MR605B FOUNDATION. 1620 W. HARRISON.,O'leary JohnRush University Medical CenterJacqueline Burgess,"$30,000.00",11/3/2008,2008,11,3,1620 W Harrison St,41.8742960,-87.6676120,"27 (ward)NEAR WEST SIDE (communityarea)Illinois Medical District (neighborhood)60607 (zip)Central West (tif)West (township)District 12, Beat 1231 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Connecting 4 Communities (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100247412,2008
PHASE I - WEST TOWER CRANE MANITOWOC MODEL MR605B FOUNDATION. 1620 W. HARRISON.,O'leary JohnRush University Medical CenterMike Lamont,$500.00,11/3/2008,2008,11,3,1620 W Harrison St,41.8742960,-87.6676120,"27 (ward)NEAR WEST SIDE (communityarea)Illinois Medical District (neighborhood)60607 (zip)Central West (tif)West (township)District 12, Beat 1231 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Connecting 4 Communities (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100256076,2008
INSTALLATION OF TEMPORARY DISMANTLING DERRICK FOR TOWER CRANE TG1900/FMC,"Mast Paul EBovis Lend Lease, Inc.Mesirow Stein","$5,000.00",10/30/2008,2008,10,30,353 N Clark St,41.8889610,-87.6309060,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100262489,2008
REINFORCING TO EXISTING FOUNDATION ON PAD PER PLANS. TEMPORARY CONSTRUCTION TOWER CRANE POTAIN MD 485B TWO AUXILARY STIFFENER BEAMS ADDED.,"Mast Paul EBovis Lend Lease, Inc.The Enterprise Companies Walton On The Park South",$300.00,10/21/2008,2008,10,21,2 W Delaware Pl,41.8992480,-87.6283460,"2 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100262001,2008
INSTALLATION OF SUPPORT STRUCTURE & 35 TON DERRICK CRANE ABOVE ROOF OF EXISTING BUILDING FOR REMOVAL OF TOWER CRANE.,Ruby DavidWalsh Construction CompanyAndy Pini,"$38,554.00",10/15/2008,2008,10,15,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100256384,2008
"TEMPORARY CONSTRUTION TOWER CRANE PHASE II MODEL COMEDIL CTL 400 FINAL MAST HEIGHT 420 FT. SUPPORT LEVELS 5, 10, 17, 22 AND 28.","Mast Paul EBovis Lend Lease, Inc.Royal Tallahassee",$100.00,10/10/2008,2008,10,10,505 N State St,41.8910550,-87.6278970,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100239575,2008
ERECT ONE TEMPORARY TOWER CRANE. MODEL 420-EC-H16,Razdolsky LevConstruction Services Assoc.Walsh Construction CompanyPeter Holston,"$25,000.00",10/2/2008,2008,10,2,1026 W Montrose Ave,41.9618710,-87.6558370,"46 (ward)UPTOWN (communityarea)Uptown (neighborhood)60640 (zip)Wilson Yard (tif)Lake View (township)34 (ssa)District 19, Beat 1913 (chipolicebeat)District 19 - Town Hall (chipolicedistrict)10 (cookcountydistrict)Greg Harris (13th) (illinoishouse)Heather A. Steans (7th) (illinoissenate)Senn Hs (HS) (cpsattendance)",100249479,2008
"TEMPORARY CONSTRUCTION CRANE MODEL POTAIN MD 485 B, PHASE I & PHASE II PER PLAN","Mast Paul EW. E. O'neil Construction Co.Flair Tower, Llc",$30.00,10/1/2008,2008,10,1,222 W Erie St,41.8940860,-87.6351420,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100258409,2008
"TEMPORARY DISMANTLINGD DERRICK, MODEL TIMBERLAND ASD 35-100 FOR REMOVAL OF WEST CRANE.",Mast Paul EJames Mchugh Construction Co401 N Wabash Venture Llc,"$5,000.00",9/22/2008,2008,9,22,401 N Wabash Ave,41.8892840,-87.6265480,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100256850,2008
TEMPORARY DISMANTILING DERRICK FOR TOWER CRANE.,"Mast Paul EBovis Lend Lease, Inc.Jbc/155 Development Llc","$5,000.00",9/22/2008,2008,9,22,155 N Wacker Dr,41.8846150,-87.6366820,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60606 (zip)LaSalle Central (tif)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100256325,2008
TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 200 HC PHASE I,Mast Paul EJames Mchugh Construction Co161 West Kinzie,"$5,000.00",9/22/2008,2008,9,22,161 W Kinzie St,41.8890620,-87.6334850,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100256853,2008
ERECT DERRICK CRANE AS PER PLANS.,"Connolly Eamonn F.James Mchugh Construction Co401 North Wabash Venture, Llc","$5,000.00",9/11/2008,2008,9,11,401 N Wabash Ave,41.8892840,-87.6265480,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100252064,2008
TEMP CONSTRUCTION TOWER CRANE 21-LC-550,"Construction Services Assoc.Razdolsky LevM5 Electrical Contractors, IncSedgwick Properties ConstructiUnemployedMarty Paris","$35,000.00",8/15/2008,2008,8,15,1935 S Wabash Ave,41.8556300,-87.6254150,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60616 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100246323,2008
"TEMPORARY CONSTRUCTION TOWER CRANE \WEST CRANE- MODEL LIEBHERR 316 EC-H"" ADD TIE-IN TO LEVEL 58.""",Mast Paul EJames Mchugh Construction CoElysian Development Group Llc,"$3,000.00",8/15/2008,2008,8,15,11 E Walton St,41.8998340,-87.6277990,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60610 (zip)North (township)District 18, Beat 1833 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100250301,2008
"TEMPORARY CONSTRUCTION TOWER CRANE. MODEL TG 1900, PHASE II. CRANE SUPPORTED BY CORE WALLS & STEEL FRAMING AT LEVELS 38, 40 AND 42.","Mast Paul EBovis Lend Lease, Inc.Mesirow Stein","$2,000.00",8/13/2008,2008,8,13,353 N Clark St,41.8889610,-87.6309060,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100247442,2008
INSTALL LATERAL TIE-IN #3 FOR TWO (2) TOWER CRANES.,Ruby DavidBurnham Nationwide IncWalsh Construction CompanyAndy Pini,"$750,000.00",8/12/2008,2008,8,12,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100249426,2008
"** REVISION TO PERMIT #100190281 FOR TEMPORARY TOWER CRANE MODEL POTAIN MAD 485, PHASE II.","Mast Paul EKkllm, Inc.Warman Development","$3,000.00",8/1/2008,2008,8,1,8 E 9th St,41.8706340,-87.6272770,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100247444,2008
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 415.,"Mast Paul EBovis Lend Lease, Inc.Gp2 Llc","$5,000.00",7/30/2008,2008,7,30,1201 S Prairie Ave,41.8664390,-87.6214980,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100245398,2008
ERECT TOWER CRANE AS PER PLANS,"Razdolsky LevGalaxy Enterprises, Inc.Construction Services Assoc.Kenny Construction CompanyAdjustable Forms IncJay Hayhurst","$84,000.00",7/15/2008,2008,7,15,1901 S Calumet Ave,41.8565670,-87.6189760,"3 (ward)NEAR SOUTH SIDE (communityarea)Prairie District (neighborhood)60616 (zip)Calumet/Cermak Rd (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100241223,2008
INTALL LATERAL TIE-IN #2 FOR (2) TOWER CRANES.,Walsh Construction CompanyAndy Pini,$300.00,7/2/2008,2008,7,2,300 E Randolph St,41.8846230,-87.6204760,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100242945,2008
